,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
159,HxPpZSY6Q1eARuiahhra6A,2,2013-03-02,1,Hufi0DEjKKyGiCu41DA07A,5,"Wendy C., how can you review a place that you've never been to? I'm sure the Great Barrier Reef is worth a 5 star review, but I can't give it only 3 stars because its inconvenient (or any review for that matter). 

Anyway...saw Crandalls in Madison Magazine and the photos stood out to me. I didn't want to drive to the East Side for the Esquire Club. I was reluctant to try take out fish fry because I was worried about fried food getting soggy. 

I gave it a shot and I was impressed! 

First, the fish to beading ratio was really good. Big thick pieces of flaky fish with a dense, probably corn meal based, and crumb-style breaking (as opposed to the extra greasy tempura- style batter). It was nice and crunchy and the breading stayed that way on my 5-10 minute drive home. Tip: crack the styrofoam container to let the steam out for extra insurance against soggy fish. Served with a lemon. 

The fries were coated in something that made them extra crispy and they had a good seasoning. 

The slaw had good flavor but lots of dressing. Purists might say it was over dressed; others might say its just right. 

Tarter sauce was a little sweet and tangy, which was good contrast with the fish. The server gladly gave me extra. 

The bun was just as you would expect from a supper club, cheap, white, and doughy. Served with a butter chip. 

Everything was served together in a box; everything you need except several icy cold beers.

The service was fine. The take out window was nice. It takes a few minutes for the order but I think they fry-to-order which is well worth it to me and a big plus. Any you cut it, it takes less time than waiting in line for dine in Friday Fish Fry.

A little spendy for take out fish fry ringing up at over $25 for two dinners. That would be more than fair if I could park my fat ass there all night and eat all-you-can-eat. 

It's worth it though and I'll be back.",review,2,4AGRXB5C588iitXZY-y3wQ
160,HxPpZSY6Q1eARuiahhra6A,0,2013-06-01,0,e6ktB6c_47W5Qy2yRvtLxA,5,"The fish fry is awesome.  Loved it long time.  The red potatoes with cheese are delish.

It's carry out but that is fine.

Take it out, pop in a movie and have a brandy old fashion.

The latinos working their are hot too.",review,0,0iPA-UDoxZzA-HCByswY8g
161,HxPpZSY6Q1eARuiahhra6A,0,2013-08-05,0,NBR84mZl00855z5nhXMkjw,5,"Crandalls has moved to state street, and is now serving authentic Peruvian food! We went there for dinner tonight, and it was fabulous. I highly recommend the cheese empanadas, solterito (fava bean and corn salad), and the chaufa de quinoa (like fried rice but with quinoa)! They make chicha morada, which is a drink made from purple corn, and is super refreshing.

Crandalls is owned by a very sweet family from Peru, and I'm so happy to see that they are now showcasing their roots with their new restaurant!!

They do still have their famous fish fry, and it looked like the lunch menu has cheese curds and sandwiches as well as ceviche.",review,0,tNxt3gCPObCrB5GDUSnlig
167,SKLw05kEIlZcpTD5pqma8Q,0,2008-08-30,0,VQ5ulvpbdtMG62G-6YZEsg,5,I think some of the best Chinese food in Madison.  A little pricey but a few dishes always feeds me for at least two additional meals.,review,0,xOe-ZopdYiu8ijimmtdrnA
174,SKLw05kEIlZcpTD5pqma8Q,0,2011-10-19,0,PtYEtgyiHYvNF2CcZ7v9Lg,5,"We visit family in Madison at least twice a year and always make sure to have dinner here.  The shrimp sizzling rice soup is absolutely to die for, and every entree I've had has been fabulous.  Hands down the best Chinese food I have ever had.",review,0,TF9woBMrU3THfrGXo038fA
175,SKLw05kEIlZcpTD5pqma8Q,0,2011-10-30,0,9mnSxTZlMmtt7uWj_nLsJQ,5,"This place is wonderful.  One, Almost anything on the menu can be made gluten free.  Two, They have about 7 different types of loose teas to choose from.  Three, The food is GREAT!

My favorite dishes are the Three Delicacies Sizzling Rice Soup and  the Tofu Lettuce Wraps.  I am not lying when I say that I have NEVER had a dish I didn't like here.  The food is never greasy, never oversauced and never overcooked.  The seafood and veggies always have a really fresh taste... I seriously have no complaints at all.

I miss you.",review,0,Orf6p06pNjMHuPXypLbn-w
181,SKLw05kEIlZcpTD5pqma8Q,0,2012-09-10,0,P0HcCuf-Ghg35Fs7-mQACA,5,"Grilled potstickers, moo shu pork, cashew chicken. Yum!!",review,0,k_M8LHAb-eJiMJ8dohrEyw
182,SKLw05kEIlZcpTD5pqma8Q,0,2012-10-17,0,jh8euyAwA6dTGPwf3FEZTA,5,"Yum!  Party of 7, everyone ordered their own dish and then shared with all.  Started with pot stickers and shrimp ragoon.  Grilled pot stickers were really good, could have just eaten those and been happy.  Appetizers came with a variety of dipping sauces.  Best dishes sampled were crispy orange beef, almond chicken and generals lamb.  Lamb was way tender, excellent choice.  Service was prompt and friendly, great atmosphere.  Ended meal with delicious mango ice cream.  Left happy and very full!",review,0,LFFOb2_HufbLkXNoBTrKIw
188,SKLw05kEIlZcpTD5pqma8Q,0,2013-07-11,0,Mv8xaRhWFbTLLIULmEuHfg,5,"Lettuce wraps 3x better than PF Changs. If Yelp reviewers consider PF changs 3 stars, then this gets 5.

Just to clear up for those who want authentic Chinese. Go to ICHIBAN NOW!!!",review,0,lI9O3GZm72B94WudEYkp6w
191,SKLw05kEIlZcpTD5pqma8Q,0,2013-11-25,0,TvKHCDE5MdQEfCYqPcD14Q,5,Best Chinese food in the area. Great service and calming atmosphere.,review,0,fVkYELANscaNkQq-x2OAeQ
193,SKLw05kEIlZcpTD5pqma8Q,0,2013-12-31,0,cke8mgbsBkRsSjTEQU4FPg,5,Always consistently delicious! Classic preparations of Americanized Chinese. The cashew chicken is great!,review,0,QIC6eYpIE1jyJlxYwXcb7Q
196,SKLw05kEIlZcpTD5pqma8Q,0,2014-01-25,0,xTUg5ZFk6-hqZExh-DGGvg,5,"Hands down the best Chinese food in Madison. The chicken chow mein has been a favorite since I was a child. Try the egg rolls and the jasmine or chrysanthemum tea. You really can never go wrong here! The decor is beautiful, and makes you almost feel like you could be in a restaurant in China.",review,0,aQZM7L_HPqTsRdFXhQExZw
220,9brW55Vzyi3ItboHWfoepg,1,2013-04-02,1,N-0xuc5iePJ6hJ0VnSHN5Q,5,"I love Zimbrick Acura. I love every Zimbrick in the city for that matter. I have never had a bad experience here. I have come here for every little item I needed done and have never felt cheated or had the blanket pulled over my eyes. There have been a few things where I was expecting a HUGE bill for things like the stabilizer for my rear suspension that had been slightly bent. I bought a new one and brought it in thinking well Labor will be $100. Zimbrick got me right in, said it would take an hour, had it out in half an hour and didn't charge me a dime. Another time I have come in expecting to replace all my breaks and rotors and Zimbrick saved me about $300 without having to replace everything. 

I have worked with a few guys here and they have ALL been extremely professional and treated me like family. The guy I usually go to even just chats with me about cars and such while i'm having service done. (Mainly getting my oil changed). The facility itself is nothing less than perfection, in my opinion, when it comes to dealerships. It is clean, well layed out, they have a great lounge with a Big Screen TV, leather chairs, FREE WIFI, and the best of all... Free Starbucks Coffee. I have had nothing but great experiences from Zimbrick and not just Zimbrick Acura. However, BECAUSE of Zimbrick Acura I expect to buy another Acura and stay with them for a VERY very long time. Thank you Zimbrick Acura! YOU GUYS ARE THE BEST OF THE BEST.

P.S. When I was having major service done they let me choose what I wanted to drive while I waited for the day.  NOBODY does that. So I had some fun with a brand new TL one day on a secret ""test"" road Zimbrick European showed me when I was buying my car just off Rimrock Road.",review,1,Jpb5uSnlLKD4RJzk7UGwkQ
221,9brW55Vzyi3ItboHWfoepg,0,2013-07-30,1,fkFP5xIO9x7EwptpRcdAnQ,5,"This is going to sound very weird:  I actually look forward to bringing my Acura in for service here.  There.  I said it.  Why? They are extremely efficient, and they manage to make me feel like a rockstar every time I go in.  Now, I love my little Acura--but having a fling with one of the brand spanking new, sporty little numbers they provide as loaners makes the whole experience feel adventurous and decadent.  Even though I'm dropping lots of moulah on a brake job.  And I have to give the car back.",review,1,OtpHvQFGbZ4sONaQAXankg
227,YjoSdr8uJslIebsQP6c18w,0,2013-06-28,0,fPcj0jLlazfzVxZM5h3Cqg,5,"Great selection of birdseed, birdhouses, books, and other fun wildlife-related gifts. Yes, they may cost more than eBay, but you get great service from the staff who are helpful in answering questions. They are knowledgable and happy to help.",review,0,0-Ah9tvcmZruTYLdatVnYA
229,rKNtd_M2kWDW8sQKYzetKA,1,2011-03-27,0,QQYSbgH6yIkmtSYhbJBi2A,5,"I recommend you stay here if you need a hotel in the area. Comfortable and clean. Stayed here two nights. Breakfast is always really good and really well stocked and FREE. On certain weeknights they serve FREE BEER. FREE BEER. 

The service at Staybridge is always stellar and this location did not disappoint. Kenny deserves major props. He was really cool.

Internet worked great (free too) and everything in the room was in working condition and clean. 

The sitting area in the lobby was a happening place and very relaxing to kick it and watch sports. Nice place.",review,0,Nh9Nh26tHHwmFigMOO-CUw
230,rKNtd_M2kWDW8sQKYzetKA,0,2011-12-19,0,NjYnkcTBBAn_3EjR0vTPSg,5,I recently spoke with the manager regarding extended stays at this location and he provided a tour of the facilities and a couple rooms. I'm extremely impressed with the service and facilities and plan to go here for future visits while in the Madison area.,review,0,mDqWHJG-NQq9ycwV07wjkg
231,rKNtd_M2kWDW8sQKYzetKA,0,2012-12-13,0,RnEU_kI5BGGWfUUeIUFuvQ,5,"I've stayed here a couple times now.  If I reviewed my first stay if probably would have been 2 or 3 stars. Lucky for them.  

Back to my most recent stay.  It was the best experience ever.  (Second to the Double Tree in Carmel, IN.)  I walked in the lobby around 1PM and was greeted by Bobbie.  He was handling the desk by himself and I explained that we would wait in the lobby until they had a room ready (since we were 2 hours early for check in).  

My husband was anxious to watch the Bears game so he found a spot in the cozy waiting area with a big screen TV.  Bobbie offered to check us in early and I asked about our accommation request to be near the elevator or an area that would require very little walking.  It appeared that he may have had a challenge with our request.

I explained the huge inconvenience with our last visit.  The lady that checked us in, sent us to one of the farthest rooms along the zig zag cooridor.  AFTER we requested a room that required very little walking (due to traveling with a family member on oxygen) and THAT was the best they could do for us?  My husband was exhausted before he was half way to the room.  Needless to say, he didn't want me to request a ""closer"" room after that.  This is why I give them my request when I book the room.

Fortunately for all of us, the extra planning helped. An extra bonus was that Bobbie ask if I was Priority Club Rewards member.  Well I wasn't, but I planned on asking...and of course it slipped my mind.  Thankfully, because Bobbie asked me about it, I am now a Priority Club member! This is great because we will be coming here a few times a year.  Bobbie was really good about explaining the details of the membership and even let me know how I can get extra points online.

Did I say how great Bobbie was?  Well...he was everywhere!  He hand-delivered our new membership information to our room (with chocolate and a beverage). Whenever he saw me in the lobby, he always asked if there was anything I needed.  He also helped out with the breakfast buffet in the morning.  He literaly was everywhere!  It's not like he was leaning on the counter when I saw him.  No, he was very proactive in genuinely making his guests feel comfortable.  He's definitely a keeper.  

Whenever I'm in the Madison area, I will continue to book at this Staybridge because of my experience and the excellent service that Bobbie provided.",review,0,mDqWHJG-NQq9ycwV07wjkg
